sector,index,name,netIncome,totalRevenue,marketCap_netIncome,growth_revenue,currentPrice,growth_income,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
Energy,2856,Frank's International N.V.,-174680000.0,474059000.0,-11.563549178211588,-0.0671464994020893,9.01,-0.1782130665445034,224186545,2019920770.45,FI,-0.7791725413315951,4.260905858658943
Financial Services,1015,Brown & Brown Inc.,428168000.0,1920386000.0,19.117557300919266,0.05359864804993456,29.31,0.5520154102473485,279274182,8185526274.42,BRO,1.5331456597015474,4.2624380069527685
Healthcare,3318,Gilead Sciences Inc.,2208000000.0,23197000000.0,44.93745878089674,-0.14093451793353076,76.54,-0.6572105769942967,1296340593,99221908988.22,GILD,1.7032560824854153,4.2773595287416475
Healthcare,5660,Nevro Corp.,-38874000.0,363934000.0,-40.10643633971292,0.42962048804397296,51.77,-0.1535653596827994,30115851,1559097606.27,NVRO,-1.2908152587154187,4.284011953458594
Financial Services,4943,Metropolitan Bank Holding Corp.,19326000.0,79887000.0,17.713118603953223,0.4574260157741038,41.71,1.4673847995212448,8207234,342323730.14,MCB,2.3547519176375378,4.2850993295529936
Financial Services,355,American River Bankshares,3339000.0,21020000.0,26.97914307277628,-0.06007717157214645,15.36,-0.5006246096189881,5864802,90083358.72,AMRB,0.5693286832189731,4.2856022226451
Basic Materials,160,First Majestic Silver Corp. (Canada),-103029000.0,256422000.0,-10.670832782226364,-0.1592950138458001,5.69,-7.193698407161958,193217088,1099405230.72,AG,-0.5332292348800951,4.287484033039287
Financial Services,5270,MGIC Investment Corporation,477792000.0,1089632000.0,9.777895422066505,0.0033609949523898267,12.9,0.03866669391592242,362155055,4671800209.5,MTG,1.319302308233693,4.287502761941647
Consumer Cyclical,3408,Genius Brands International Inc.,-5794206.0,5111130.0,-3.7821172391868703,5.155129632299928,2.4,0.20994216285337433,9130986,21914366.4,GNUS,-0.6345652046777862,4.28757758069155
Healthcare,5106,Melinta Therapeutics Inc.,-108973000.0,54995000.0,-2.1638678327659147,0.8796625222024866,4.21,0.500546790888514,56010254,235803169.34,MLNT,-1.9455901771129265,4.287720144376761
Healthcare,773,BioDelivery Sciences International Inc.,-48640000.0,47221000.0,-4.163264699835526,2.9871992795574425,3.4,1.0787184604843754,59559175,202501195.0,BDSI,-0.816666785596006,4.288371593147117
Financial Services,1738,Community Trust Bancorp Inc.,56088000.0,191479000.0,14.644742178362572,0.024512019045309762,46.33,0.08758923668314113,17729210,821394299.3,CTBI,3.163592737634672,4.28973568537542
Financial Services,7401,Standard AVB Financial Corp.,8031000.0,34225000.0,18.283275626945585,0.8990089972617029,30.61,0.4255108767303889,4796896,146832986.56,STND,1.674207654283103,4.2902260499634775
Financial Services,8200,Valley National Bancorp,180514000.0,879185000.0,20.89659526053381,0.06983755998968635,11.38,-0.037104659046305,331469947,3772127996.86,VLY,0.5445863241411747,4.2904826593492835
Technology,14,Apple Inc.,56120000000.0,255274000000.0,19.52539756985032,0.06304518199398068,226.87,0.058309803664061986,4829926000,1095765311620.0,AAPL,11.619225636169167,4.292506528749501
Healthcare,5139,Merit Medical Systems Inc.,19447000.0,798079000.0,176.44714440993468,0.2053762764185096,62.69,0.36787436012126634,54735486,3431367617.3399997,MMSI,0.3552905330921881,4.299533777157399
Technology,1173,Carbonite Inc.,1040000.0,265089000.0,1096.005664298077,0.15689950044930576,33.91,0.02366430836789461,33613857,1139845890.87,CARB,0.030939621121134655,4.299861144257211
Financial Services,3139,Fulton Financial Corporation,167583000.0,703641000.0,18.055468633453273,-0.04427456220549968,17.2,0.06266357308584687,175918000,3025789600.0,FULT,0.9526199706681522,4.300189443196175
Healthcare,7438,Surface Oncology Inc.,161000.0,55790000.0,1490.494928385093,0.9339565741857659,8.69,-1.5999541626081475,27614463,239969683.47,SURF,0.005830278140842355,4.301302804624485
Financial Services,7916,United Community Financial Corp.,30155000.0,108647000.0,15.51448773072459,0.2514310771892814,9.37,0.15705332483535162,49929496,467839377.52,UCFC,0.6039516201004713,4.306049661012269
Energy,6387,Pioneer Natural Resources Company,886000000.0,7432000000.0,36.141984214537246,0.3399139458364971,187.92,2.4982014388489207,170401224,32021798014.079998,PXD,5.199493167959873,4.30863805356297
Energy,6952,SandRidge Mississippian Trust II representing Beneficial Interests,10697000.0,14874000.0,5.996564457324483,-0.02698837136993968,1.29,-0.27935147223257545,49725000,64145250.0,SDR,0.21512317747611864,4.312575635336829
Industrials,8367,Waste Connections Inc.,701863000.0,4743752000.0,29.167191779122135,0.3716457095563416,77.69,1.339648738541413,263500743,20471372723.67,WCN,2.663609187621911,4.315439070944265
Healthcare,1299,Celgene Corporation,2798000000.0,14122000000.0,21.809783683917086,0.1579631674562747,86.76,0.47058823529411764,703363010,61023774747.600006,CELG,3.978031201839858,4.321185012576123
Financial Services,3241,Green Dot Corporation Class A $0.001 par value,125725000.0,987949000.0,33.9670769256711,0.23842960374192723,81.24,1.064591346153846,52566602,4270510746.4799995,GDOT,2.3917277361774305,4.322602428343973
Technology,4044,IntriCon Corporation,4398000.0,101784000.0,100.08337421555252,0.29850460968401243,52.31,1.392849356878134,8414580,440166679.8,IIN,0.5226642327959328,4.324517407451073
Financial Services,1142,Camden National Corporation,33203000.0,155646000.0,20.280132646748786,0.007898200965335674,43.23,-0.2892904385154866,15576249,673361244.27,CAC,2.131642862155067,4.326235459118769
Consumer Defensive,6169,Philip Morris International Inc,6418000000.0,30389000000.0,20.49827271616547,0.07730934982199737,84.63,-0.13377350366011195,1554506845,131557914292.34999,PM,4.1286405528822225,4.329129431450524
Financial Services,6997,Simmons First National Corporation,152629000.0,626085000.0,17.770853969167064,0.17942941508117768,29.39,-0.040014873881876585,92288114,2712347670.46,SFNC,1.6538316082610596,4.332235511887363
Financial Services,7770,Trustmark Corporation,126990000.0,535217000.0,18.259207362863215,0.056762288153291394,34.29,-0.025652378448681408,67621369,2318736743.0099998,TRMK,1.8779566559795617,4.33233014461424
Financial Services,5028,MutualFirst Financial Inc.,13383000.0,73170000.0,23.70316390644848,0.036825734248245465,36.94,-0.06993429499282532,8587424,317219442.56,MFSF,1.5584417399210753,4.335375735410688
Healthcare,4984,Medtronic plc.,3163000000.0,29947000000.0,41.07039887912425,0.008179064288118479,96.19,-0.22939424031777558,1350511193,129905671654.67,MDT,2.3420761089538042,4.337852594739707
Financial Services,6418,Pzena Investment Management Inc Class A,8938000.0,152738000.0,74.12836378160661,0.3042294343523852,9.54,-0.5730267630879535,69450662,662559315.4799999,PZN,0.12869567751564412,4.337881309693723
Technology,8682,Zix Corporation,-7238000.0,67546000.0,-40.485013716496276,0.09176310188880021,5.41,-2.3803323625149906,54164608,293030529.28000003,ZIXI,-0.1336296941353291,4.3382365984662306
Financial Services,4222,Investar Holding Corporation,10637000.0,56927000.0,23.224006394660147,0.1523366577959062,25.81,0.04086294416243655,9571242,247033756.01999998,ISTR,1.1113500212407126,4.3394831278655115
Healthcare,655,Astrazeneca PLC,2677000000.0,22342000000.0,36.229007276772506,-0.023345796017737588,38.28,-0.1423263789654187,2533569814,96985052479.92,AZN,1.0566118940979772,4.3409297502425925
Financial Services,1119,Byline Bancorp Inc.,18525000.0,186330000.0,43.67781131983806,0.48444070647603027,22.34,-0.6748789881460834,36218955,809131454.7,BY,0.5114725148751531,4.342464738367413
Technology,2920,FLIR Systems Inc.,123997000.0,1851821000.0,64.94868492423204,0.08318478227518655,58.35,-0.3565049872168809,138019573,8053442084.55,FLIR,0.898401562219005,4.34893117885044
Financial Services,3006,First Northwest Bancorp,4708000.0,41066000.0,37.93505732795242,0.05965255559374917,15.55,-0.035169988276670575,11485418,178598249.9,FNWB,0.4099110715865979,4.349053959479861
Healthcare,5694,NxStage Medical Inc.,-14762000.0,415164000.0,-122.38578752540306,0.0752310455322099,27.55,-1.9327185076503877,65577459,1806658995.45,NXTM,-0.22510783774040405,4.351675471500419
Consumer Cyclical,1754,Ctrip.com International Ltd.,766682657.797165,4312216077.9868145,24.483858362798895,-0.8601381048280458,34.71,1.1459652921326213,540805232,18771349602.72,CTRP,1.4176687140429978,4.353063312050802
Financial Services,3591,Home Bancorp Inc.,22571786.0,93622752.0,18.064501727953648,0.057601509203627894,43.1,0.05095157922722262,9460512,407748067.2,HBCP,2.3858947591842807,4.355224114753645
Real Estate,5424,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,4491872.0,55985247.0,54.28881906029379,0.06603353964244642,65.35,0.40136101826513904,3731575,243858426.24999997,NEN,1.2037469433148202,4.355762264476568
Healthcare,4265,Invuity Inc.,-36461000.0,40834000.0,-4.88591144510573,0.22051076676627338,7.4,0.017015932428771946,24073678,178145217.20000002,IVTY,-1.514558764140652,4.3626687858157425
Financial Services,6999,Southern First Bancshares Inc.,17054000.0,65485000.0,16.77677624956022,0.11826539140124431,38.53,0.0006903958269407794,7425672,286111142.16,SFST,2.2966271604778665,4.369109600061083
Financial Services,4088,First Internet Bancorp,20429000.0,70820000.0,15.156137684174459,0.20007067663579214,30.41,0.2610568162994865,10181675,309624736.75,INBK,2.0064478585301533,4.3719957180175095
Financial Services,2333,Eagle Financial Bancorp Inc.,237000.0,5780000.0,106.63587071729958,-0.09738531391889776,15.67,-0.7671232876712328,1612808,25272701.36,EFBI,0.14694867584982219,4.372439681660899
Energy,1570,CNX Resources Corporation,819779000.0,708493000.0,3.7815202743056364,-0.41151182123424795,14.55,1.4489401039025966,213059169,3100010908.9500003,CNX,3.8476588632522075,4.375499699997037
Technology,3870,IAC/InterActiveCorp,501882000.0,3833216000.0,33.43897044008352,0.053300410652374834,201.67,8.386724806201551,83217223,16782417362.41,IAC,6.030987119096729,4.378155930271083
Technology,1252,Cabot Microelectronics Corporation,88327000.0,570178000.0,28.274798665753394,0.17825572832089284,97.75,0.4528563551604872,25549137,2497428141.75,CCMP,3.4571422118876267,4.3800850642255575
Technology,4075,Imperva Inc.,-29564000.0,344017000.0,-50.96875318021918,0.21652455049063168,43.06,1.3254030364689309,34993967,1506840219.02,IMPV,-0.8448313390705318,4.3801330138336185
Financial Services,767,Bridge Bancorp Inc.,21343000.0,145380000.0,29.849832994424403,0.060949334268206284,32.2,-0.4212899044828266,19785248,637084985.6,BDGE,1.078733003498364,4.382205156142523
Consumer Cyclical,376,Amazon.com Inc.,6276000000.0,208125000000.0,145.35246982321223,0.30796326119408474,1870.32,0.27920708561788277,487741189,912232100610.48,AMZN,12.86748001100231,4.383097180110414
Energy,5902,Occidental Petroleum Corporation,2243000000.0,14337000000.0,28.035240784748105,0.23964321110009912,82.23,3.28397212543554,764721453,62883045080.19,OXY,2.9330941236194144,4.386067174457
Healthcare,4634,K2M Group Holdings Inc.,-39405000.0,271910000.0,-30.30485729577465,0.09042233998495566,27.38,0.10837734037445991,43614423,1194162901.74,KTWO,-0.9034855281703486,4.391757941009893
Healthcare,2364,Eagle Pharmaceuticals Inc.,29791000.0,215728000.0,31.82409231915679,0.24923211703486348,62.97,-0.3622948203258321,15055924,948071534.28,EGRX,1.9786895842460417,4.394754201030928
Financial Services,2965,First Midwest Bancorp Inc.,103692000.0,633743000.0,26.861180390001156,0.24603985540901896,27,0.06538240803906918,103158871,2785289517.0,FMBI,1.0051680383357433,4.394982693299966
Technology,2622,Evolent Health Inc Class A,-49289000.0,505653000.0,-45.09808672929051,0.7111350653846759,27.2,0.6202313730891061,81722044,2222839596.7999997,EVH,-0.6031297993476521,4.395978263354514
Healthcare,5425,NeoGenomics Inc.,115000.0,262014000.0,10016.800162260868,0.05952073679854804,14.11,0.8521754324654901,81639406,1151932018.6599998,NEO,0.0014086334729089037,4.396452169197065
Technology,1706,Cisco Systems Inc.,110000000.0,49329000000.0,1973.5696192603639,0.027580460368711594,47.49,-0.9885523987927984,4571334136,217092658118.64,CSCO,0.024062997087378083,4.400913420475582
Energy,2571,Earthstone Energy Inc. Class A,9851000.0,145003000.0,64.81619654451326,1.5569093188861813,9.98,0.7705579288975266,63978392,638504352.1600001,ESTE,0.15397386042462585,4.403387186196149
Financial Services,7129,SmartFinancial Inc.,9069253.0,68442038.0,33.283981002625026,0.20873762963910178,23.76,-0.13515605276118817,12704581,301860844.56,SMBK,0.7138569150765381,4.410459614893408
Industrials,5359,Nordic Amern Offshore Ltd (Bermuda),-34688000.0,13662000.0,-1.7392700122549587,0.01118833700627225,0.9733,0.08786662934278872,61986847,60331798.185100004,NAO,-0.5596025879490208,4.416029731013029
Financial Services,7128,Southern Missouri Bancorp Inc.,20928000.0,76253000.0,16.09910506498471,0.22583030575828697,37.45,0.34574331275720166,8996584,336922070.8,SMBC,2.326216261638862,4.41847626716326
Financial Services,27,Alcentra Capital Corp.,-13679805.0,18452346.0,-5.963868294175246,-0.2297541210306522,6.03,-3.1731748645530162,13529777,81584555.31,ABDC,-1.0110887267395463,4.421364920753166
Communication Services,3727,Hemisphere Media Group Inc.,-34027000.0,119951000.0,-15.594003664149058,-0.10150514347590688,13.48,-1.7464444444444445,39363291,530617162.68,HMTV,-0.8644348359998659,4.423615998866204
Consumer Cyclical,5243,The Madison Square Garden Company Class A (New),140966000.0,1558928000.0,48.93094352432501,0.18251934844802845,291.45,2.828518801966456,23666493,6897599384.849999,MSG,5.9563535670451895,4.424578546828333
Technology,7097,Silicon Laboratories Inc.,55782000.0,822231000.0,65.28124255136065,0.10211918707158277,84,-0.23420171073600676,43351408,3641518272.0,SLAB,1.2867402138357305,4.428826293340922
Financial Services,4670,Lakeland Bancorp Inc.,57991000.0,192496000.0,14.71453390198479,0.1418980829924721,17.97,0.26643865311431186,47485283,853310535.51,LBAI,1.221241537088449,4.432874114319259
Technology,1138,CA Inc.,464000000.0,4148000000.0,39.6536614137931,0.049306243805748266,44,-0.3858064516129032,418165884,18399298896.0,CA,1.1096074972964556,4.43570368756027
Energy,3442,Green Plains Partners LP,57899000.0,106424000.0,8.158406812552894,0.031039201325983888,14.84,0.03629962151219083,31830431,472363596.04,GPP,1.8189825956173826,4.438506314741036
Financial Services,46,Atlantic Capital Bancshares Inc.,1904000.0,99609000.0,232.24929507352945,0.026164666067368197,16.94,-1.2781634938409854,26104053,442202657.82000005,ACBI,0.0729388650873487,4.439384571876036
Financial Services,2758,First Choice Bancorp,8798580.0,43038103.0,21.728651884735946,0.11065511032240724,26.53,-0.11072533686689212,7206230,191181281.9,FCBP,1.2209685230696217,4.4421400706253245
Industrials,6994,Ship Finance International Limited,89237000.0,365945000.0,18.29984777076773,-0.02281345408830849,13.68,-0.30871002554540117,119373064,1633023515.52,SFL,0.7475472021058285,4.462483475713563
Technology,7189,Synopsys Inc.,58108000.0,3022620000.0,232.3127541982171,0.12480660730178177,90.85,-0.4881945537541319,148588107,13499229520.949999,SNPS,0.39106763773496356,4.466069013289794
Real Estate,5222,MedEquities Realty Trust Inc.,19496000.0,66274000.0,15.182797195322115,0.23955290490100617,9.29,0.8481447963800905,31862628,296003814.11999995,MRT,0.6118767102324391,4.466364096327367
Consumer Cyclical,4909,Manchester United Ltd. Class A,-49956212.008,798072480.421,-71.43410710420812,0.02920992828565003,21.69,-1.9644785476844968,164526390,3568577399.1000004,MANU,-0.30363646833799735,4.471495367460235
Healthcare,7333,Sensus Healthcare Inc.,-3040835.0,23277510.0,-34.263444063883775,0.39001983299771964,7.69,-9.710161409504456,13548697,104189479.93,SRTS,-0.2244374495938613,4.475971868554669
Financial Services,7695,Tompkins Financial Corporation,62346000.0,281872000.0,20.251651352131653,0.08444380301791184,82.64,-0.11536905965621841,15278430,1262609455.2,TMP,4.080654884042405,4.479371683601068
Energy,8537,Cimarex Energy Co,593410000.0,2138029000.0,16.139876430393823,0.5256345712592805,100.44,2.146804655619199,95356074,9577564072.56,XEC,6.22309597184129,4.479623088629761
Real Estate,6007,Piedmont Office Realty Trust Inc. Class A,163522000.0,536105000.0,14.68805287502599,0.03321486733307541,18.71,0.2379990174905225,128370913,2401819782.23,PDM,1.2738243904209048,4.480129419106332
Real Estate,4261,INVESCO MORTGAGE CAPITAL INC,346903000.0,377386000.0,4.878916383196455,0.5460351676308504,15.16,0.37025128630444437,111643188,1692510730.08,IVR,3.107247349475545,4.484826490860816
Industrials,2348,Equifax Inc.,504300000.0,3415800000.0,30.39553636010311,0.0690959966930586,127.3,0.2015139116202946,120412168,15328468986.4,EFX,4.188114942004865,4.48751946437145
Healthcare,3924,ImmuCell Corporation,-1553487.0,11033287.0,-31.875428529495256,0.09295197245671896,9.03,-1.330706384920385,5483728,49518063.839999996,ICCC,-0.2832903090744107,4.48806088702306
Financial Services,7914,United Community Banks Inc.,93322000.0,487281000.0,23.439899384068067,0.10103077964018133,27.64,-0.3262100619933238,79141038,2187458290.32,UCBI,1.1791859490142143,4.489110575458514
Consumer Cyclical,6671,RumbleOn Inc.,-14108405.0,29145230.0,-9.279341476233494,0,8.48,-37.175257594243426,15438291,130916707.68,RMBL,-0.9138579522824126,4.491874233965558
Real Estate,1384,Cherry Hill Mortgage Investment Corporation,75185000.0,63490000.0,3.801844601848773,0.7253596511840422,18.07,0.9071762242268041,15818577,285841686.39,CHMI,4.752955970691928,4.50215288061112
Healthcare,1620,Correvio Pharma Corp.,-17998000.0,25776000.0,-6.448872185798422,-0.04941400063351283,3.32,-0.5194964065446761,34959880,116066801.6,CORV,-0.514818700750689,4.502901986343885
Financial Services,792,BankFinancial Corporation,12740000.0,59753000.0,21.12612620408163,0.05580527837358948,15.43,0.20021327645961076,17443088,269146847.84,BFIN,0.7303752638294321,4.504323596137432
Industrials,3286,Graco Inc.,286502000.0,1585589000.0,24.935222092690452,0.10941981940776037,42.74,5.205733392339086,167150000,7143991000.0,GGG,1.7140412802871672,4.5055755306072385
Energy,6955,SandRidge Mississippian Trust I of Beneficial Interest,5177000.0,8075000.0,7.036507629901488,0.054929577464788736,1.301,-0.6005897771952818,28000000,36428000.0,SDT,0.18489285714285714,4.511207430340558
Technology,6429,QUALCOMM Incorporated,-4202000000.0,22832000000.0,-24.519279107317942,-0.053621465568480936,70.13,-0.5677475898334794,1469128915,103030010808.95,QCOM,-2.8601982828715884,4.512526752319113
Financial Services,7376,State Bank Financial Corporation.,55945000.0,254536000.0,20.558772251675755,0.19290136914624575,29.42,-0.021369586686558383,39094511,1150160513.6200001,STBZ,1.4310193060094805,4.518655567856807
Basic Materials,6884,Southern Copper Corporation,994600000.0,7219100000.0,32.81513923303841,0.23694189375069705,42.22,-0.061815840309079204,773044469,32637937481.18,SCCO,1.2866012757152268,4.521053522070618
Technology,5084,Mitek Systems Inc.,3186000.0,55426000.0,78.654339086629,0.3080314688337512,6.63,6.19346605410924,37796791,250592724.32999998,MITK,0.08429287025980592,4.521212505502833
Financial Services,473,Ares Management L.P. representing Limited Partner Interests,172273000.0,1056075000.0,27.72932682254329,0.18036449147560257,21.86,-0.32143875151428775,218527645,4777014319.7,ARES,0.7883350410882797,4.523366540918022
Financial Services,4511,KCAP Financial Inc.,1778424.0,26504488.0,67.4286218640774,-0.21923694792207468,3.21,4.258614006892167,37357221,119916679.41,KCAP,0.047605896594931404,4.524391469474906
Technology,907,Blackbaud Inc.,67600000.0,830346000.0,55.612995697928994,0.07866696770044403,77.38,0.5881729495363122,48584111,3759438509.18,BLKB,1.3914013987000813,4.527556595900986
Healthcare,1305,Chembio Diagnostics Inc.,-4963811.0,30012905.0,-27.411751172637313,0.34398347380224603,9.6,0.5226090085694611,14173620,136066752.0,CEMI,-0.3502147651764334,4.533608192875698
Financial Services,5962,Poage Bankshares Inc.,-2765000.0,19229000.0,-31.53210415551537,-0.045110874308621304,24.93,-2.5977715877437326,3497243,87186267.99,PBSK,-0.7906227848622472,4.534103072962712
Financial Services,7535,Texas Capital Bancshares Inc.,246807000.0,908947000.0,16.703523448848696,0.1705467075082002,82.19,0.2703988550725572,50158736,4122546511.8399997,TCBI,4.920518730775034,4.535519135703182
Energy,5380,Noble Midstream Partners LP Representing Limited Partner Interests,158180000.0,350888000.0,10.065310039322291,0.4887695677061298,40.14,0.3660233611256875,39664443,1592130742.02,NBLX,3.9879546524830816,4.537432861824856
Consumer Cyclical,3026,Fox Factory Holding Corp.,58467000.0,535109000.0,41.56335214308926,0.18000530915929214,64.25,0.20891380518570427,37822327,2430084509.75,FOXF,1.5458329679186582,4.541288802374844
Financial Services,7528,Territorial Bancorp Inc.,16123000.0,63050000.0,17.76620286361099,0.004284132663703609,29.41,-0.08472502599865418,9739697,286444488.77,TBNK,1.6553903062898159,4.5431322564631245
Healthcare,774,Becton Dickinson and Company,773000000.0,14746000000.0,86.7072125316947,-0.031242489786109107,250.5,0.12704918032786885,267563574,67024675287.0,BDX,2.889033019120906,4.545278400040689
Energy,5853,Ocean Rig UDW Inc.,-118831000.0,711696000.0,-27.27829070528734,-0.39073586157309786,35.4,0.9983334968369758,91567982,3241506562.7999997,ORIG,-1.2977352717022856,4.554622426991299
Financial Services,348,American National Bankshares Inc.,18699000.0,72536000.0,17.67535913043478,0.10440505689799397,37.94,-0.06453591804183792,8711427,330511540.38,AMNB,2.146491039872113,4.556517320778648
Financial Services,7312,1st Source Corporation,76256000.0,299837000.0,17.927262170189888,0.09950735487463458,52.65,0.17763818225867858,25965077,1367061304.05,SRCE,2.9368678552349374,4.5593482593876
Financial Services,882,Bancorp of New Jersey Inc,3756000.0,26386000.0,32.04877236421725,0.022104545272194808,16.5,-0.10672331917020744,7295466,120375189.0,BKJ,0.5148403131479196,4.562085537785189
Financial Services,7731,Towne Bank,98992000.0,486976000.0,22.45108600614191,0.20155954821335262,30.72,0.3035390334572491,72346286,2222477905.92,TOWN,1.3683079736809156,4.563834574845578
Financial Services,4938,M B T Financial Corp,12636000.0,57852000.0,20.917623575498574,0.014672809053975625,11.5,-0.26839528308392524,22983921,264315091.5,MBTF,0.54977564533049,4.568815105787181
Industrials,3986,IDEX Corporation,383598000.0,2407078000.0,28.67130395695494,0.08247300220582354,143.43,0.24399042451560074,76680296,10998254855.28,IEX,5.002562848740177,4.569131060680211
Consumer Defensive,1301,Celsius Holdings Inc.,-13055218.0,41285040.0,-14.449733982994386,0.5888618538378849,3.69,-1.6863159164367105,51123151,188644427.19,CELH,-0.2553680229921665,4.569316807976933
Financial Services,7783,TrustCo Bank Corp NY,50171000.0,175945000.0,16.028913548264935,0.04649021306499785,8.33,0.012769653294523602,96541011,804186621.63,TRST,0.5196858773314483,4.570670502884424
Consumer Cyclical,3158,Liberty Media Corporation Series C,370000000.0,1770000000.0,21.894023791135133,0,35.08,-0.22492401215805471,230923284,8100788802.719999,FWONK,1.6022637197555185,4.5767168376949146
Technology,5364,National Instruments Corporation,64429000.0,1323578000.0,94.043015600894,0.04983556957088502,45.83,-0.36651195397297365,132208105,6059097452.15,NATI,0.48733018297176256,4.577816684887479
Financial Services,8455,Western New England Bancorp Inc.,12118000.0,69843000.0,26.388603750618913,0.536120726713274,10.75,1.5486139842780307,29746707,319777100.25,WNEB,0.4073728228136311,4.5785132404106355
Healthcare,6780,ReWalk Robotics Ltd,-24133000.0,6596000.0,-1.2517884409107862,0.3210086897256773,0.8505,0.2395471187275021,35519589,30209410.444500003,RWLK,-0.6794279066686273,4.579959133489995
Financial Services,1088,First Busey Corporation,77856000.0,328802000.0,19.361525789662966,0.25240940003219786,30.86,0.2622449390268443,48846758,1507410951.8799999,BUSE,1.5938826482609143,4.58455530039355
Healthcare,5591,NanoString Technologies Inc.,-59958000.0,110333000.0,-8.44082400813903,0.3285504515025032,16.99,0.07490071991335556,29787812,506094925.87999994,NSTG,-2.012836659503558,4.586976932377438
Financial Services,3795,HomeTrust Bancshares Inc.,8235000.0,120011000.0,66.8944086508804,0.13275630981820927,28.93,-0.3048873132438592,19041668,550875455.24,HTBI,0.4324726174198605,4.590208024597746
Financial Services,8516,WVS Financial Corp.,2124000.0,7032000.0,15.202898079096043,0.11684177013689907,16.08,0.2981062919975565,2008144,32290955.519999996,WVFC,1.0576930738034722,4.5920016382252555
Financial Services,3589,Huntington Bancshares Incorporated Depositary Shares,1387165000.0,4400832000.0,14.576469831822457,0.22447854519786453,25.38,0.6661492144794829,796689077,20219968774.26,HBANO,1.7411623179565696,4.59457865564057
Financial Services,5124,Malvern Bancorp Inc.,6619000.0,30040000.0,20.86096978395528,0.27977932357879587,21,-0.5128956623681126,6575179,138078759.0,MLVF,1.0066646094349674,4.596496637816245
Technology,6552,Radware Ltd.,1323000.0,223324000.0,776.1026468253968,0.0752041101813465,23.05,0.13465758170689457,44545935,1026783801.75,RDWR,0.029699679667740727,4.597731554826172
Healthcare,1,Agilent Technologies Inc.,298000000.0,4809000000.0,74.24763173580537,0.06425511661113756,69.41,0.4805194805194805,318769547,22125794257.27,A,0.9348446324453948,4.6009137569702645
Consumer Cyclical,4713,Level Brands Inc.,139215.0,8046662.0,265.936225837733,1.2027154475226451,4.56,0.4819783410581712,8118928,37022311.68,LEVB,0.017146968171167426,4.600952752830925
Financial Services,3596,Howard Bancorp Inc.,-4356000.0,69711000.0,-73.63531460055096,0.1720144604889606,16.86,0.3577220441259664,19024640,320755430.4,HBMD,-0.22896622485366347,4.6012168868614705
Financial Services,1262,Corporate Capital Trust Inc.,163425000.0,407793000.0,11.483487944194584,0.029086496165271123,15.12,-0.28375460173169076,124119644,1876689017.28,CCT,1.3166731287111975,4.602062853653692
Financial Services,934,Bryn Mawr Bank Corporation,34513000.0,205245000.0,27.394430003187207,0.08725003899547652,46.7,-0.3613053613053613,20245481,945463962.7,BMTC,1.7047261065321195,4.606513984262711
Technology,942,Benefitfocus Inc.,-41741000.0,252160000.0,-27.837061713902397,0.10028499796430025,36.44,0.3541365020719956,31886575,1161946793.0,BNFT,-1.3090462051819614,4.607974274270305
Technology,5175,Momo Inc.,424259000.0,1670208000.0,18.16132836555029,1.383431146017523,37.68,1.1932254733218588,204487978,7705107011.04,MOMO,2.0747381051418095,4.6132619476376595
Consumer Defensive,3108,Future FinTech Group Inc.,-103637672.0,6077649.0,-0.27112196846721914,-0.695904709164203,1.08,-17.498645110577623,26017083,28098449.64,FTFT,-3.983447029784238,4.623243237640081
Financial Services,3597,Horizon Bancorp Inc.,42740000.0,160910000.0,17.41308413664015,0.17157930400271043,19.4,0.38495316159250587,38362640,744235216.0,HBNC,1.1141047644270572,4.6251644770368525
Healthcare,23,AbbVie Inc.,6449000000.0,30946000000.0,22.20573252440068,0.10055386535611202,94.57,-0.10818074920208298,1514272698,143204769049.86,ABBV,4.258810192191684,4.627569606729787
Healthcare,4408,Johnson & Johnson,1372000000.0,80684000000.0,272.18632922099124,0.06343024064543051,139.2,-0.9214026602176542,2682756061,373439643691.19995,JNJ,0.5114143697018004,4.628422533478756
Basic Materials,6805,Rayonier Inc. REIT,165636000.0,887466000.0,24.79989241511507,0.039729638528539425,31.73,-0.29782235389579753,129459659,4107754980.07,RYN,1.2794410342143725,4.628633637874578
Financial Services,3051,Republic First Bancorp Inc.,9207000.0,90450000.0,45.504263265993266,0.31090050418022847,7.13,0.8008088978766431,58759853,418957751.89,FRBK,0.15668861526934044,4.631926499613046
Real Estate,3383,Global Medical REIT Inc.,5159708.0,43075196.0,38.69426918151182,2.6958319580333554,9.23,0.9940189975525109,21630675,199651130.25,GMRE,0.2385366152466347,4.634944208959606
Financial Services,5805,Old National Bancorp,112863000.0,663579000.0,27.25398660322692,0.013453196083221637,20.19,-0.2870389680033367,152351000,3075966690.0,ONB,0.740809052779437,4.635418977996591
Consumer Defensive,2888,National Beverage Corp.,160332000.0,1008492000.0,29.170832699648233,0.17996463978290472,100.31,0.3991685739642207,46625640,4677017948.400001,FIZZ,3.4387088305919233,4.6376351507002544
Technology,2256,Ebix Inc.,106145000.0,430337000.0,18.812224550661828,0.22017539742669984,63.41,0.07214934947307852,31490673,1996823574.9299998,EBIX,3.370680582152055,4.640139181455464
