sector,index,name,netIncome,totalRevenue,marketCap_netIncome,currentPrice,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
Energy,5281,Murphy Oil Corporation,-138911000.0,2238402000.0,-38.55571022957145,30.95,173047246,5355812263.7,MUR,-0.8027345318168195,2.3926945489237412
Technology,7133,Smith Micro Software Inc.,-6388000.0,23944000.0,-8.972520768628678,2.29,25029023,57316462.67,SMSI,-0.2552237056955839,2.3937714112094888
Industrials,8620,Zebra Technologies Corporation,171000000.0,3950000000.0,55.342415676754385,176.255,53692395,9463553080.725,ZBRA,3.1848085748456554,2.3958362229683545
Technology,5601,Nuance Communications Inc.,-190286000.0,1984666000.0,-25.019856019885857,16.6,286802911,4760928322.6,NUAN,-0.6634730426428621,2.3988561917219324
Real Estate,4167,IRSA Propiedades Comerciales S.A.,694377723.26,318302617.49,1.100208345413676,24.25,31503512,763960166.0,IRCP,22.041279818580225,2.4001064522317384
Healthcare,3489,GlaxoSmithKline PLC,2237753373.0,40607104131.0,43.61259389999811,39.35,2480158300,97594229105.0,GSK,0.9022623164819762,2.4033782066841667
Consumer Cyclical,6178,Pool Corporation,222836000.0,2897288000.0,31.290969842395302,172.7,40374954,6972754555.799999,POOL,5.519164182824827,2.406648754214286
Industrials,8292,Westinghouse Air Brake Technologies Corporation,289129000.0,4201326000.0,35.00364818126165,105,96386379,10120569795.0,WAB,2.9996873313396284,2.408898951188268
Technology,5068,MiX Telematics Limited American Depositary Shares each representing 25,13015437.676000003,137627922.42,25.473426883781418,14.68,22585000,331547800.0,MIXT,0.5762868131945983,2.409015512042778
Energy,3427,Geopark Ltd,-6669000.0,471395000.0,-170.37616636002403,18.745,60615559,1136238653.4550002,GPRK,-0.11002125708351547,2.410374852204627
Consumer Defensive,4959,Mondelez International Inc.,3055000000.0,26373000000.0,20.8198856060982,43.37,1466560999,63604750526.63,MDLZ,2.0831046250944247,2.4117374028980394
Utilities,2157,Duke Energy Corporation (Holding Company),2777000000.0,24059000000.0,20.915319561159524,81.535,712354724,58081842421.34,DUK,3.8983387158670686,2.414142001801405
Industrials,1140,CAE Inc.,276666225.6,2235129236.0,19.511463268915897,20.208,267129993,5398162898.544,CAE,1.035698846441403,2.415145760521921
Technology,7040,Sina Corporation,158401000.0,1924999000.0,29.35053404587092,65.05,71470468,4649153943.4,SINA,2.2163140165809465,2.4151461602837196
Technology,5639,nVent Electric plc,221600000.0,2097000000.0,22.876598515478342,28.315,179037762,5069454231.030001,NVT,1.2377277146706067,2.4174793662517886
Technology,4822,Lattice Semiconductor Corporation,-76440000.0,388575000.0,-12.304475437728938,7.42,126759313,940554102.46,LSCC,-0.6030326150473851,2.4205213985974394
Industrials,658,Barnes Group Inc.,64332000.0,1472179000.0,55.41718936765529,69.64,51193260,3565098626.4,B,1.2566498011652316,2.4216475213951565
Industrials,6803,Scorpio Bulkers Inc.,-16714000.0,204602000.0,-29.654255416118225,6.525,75960341,495641225.02500004,SALT,-0.2200358737199455,2.4224652008533645
Technology,2267,ChannelAdvisor Corporation,-10437000.0,128307000.0,-29.799906927277956,11.4,27282599,311021628.6,ECOM,-0.38255153037289447,2.4240425588627277
Technology,7192,Sonos Inc.,-56432000.0,645571000.0,-27.741610646441735,15.65,100032880,1565514572.0,SONO,-0.5641345125722662,2.4250075855328075
Consumer Cyclical,7281,Social Reality Inc.,-10503718.0,18849648.0,-4.3527709902341245,4.45,10274220,45720279.0,SRAX,-1.022337267451933,2.425524285652443
Industrials,6713,Republic Services Inc.,1360200000.0,10067300000.0,17.95306489883473,75.055,325358189,24419758875.395,RSG,4.180623220766698,2.4256512545960685
Real Estate,6107,Park Hotels & Resorts Inc.,529000000.0,2773000000.0,12.722918476039697,33.455,201178415,6730423873.825,PK,2.6295067490217576,2.427127253452939
Communication Services,7642,PT Telekomunikasi Indonesia Tbk,1367246000.0,9356179000.0,16.62119032917266,23.35,973244368,22725255992.800003,TLK,1.4048332001238975,2.4289035078101864
Financial Services,1122,Citigroup Inc.,-5650000000.0,73025000000.0,-31.424161383469027,70.55,2516605412,177546511816.6,C,-2.245087757126702,2.4313113566121194
Consumer Cyclical,1589,Columbia Sportswear Company,135496000.0,2612335000.0,46.93932365324438,91.43,69562404,6360090597.72,COLM,1.9478337752674562,2.4346382059421936
Technology,7336,Sensata Technologies Holding plc,452942000.0,3459741000.0,18.61559426209095,49.69,169687754,8431784496.259999,ST,2.6692674593359285,2.4371143667286077
Technology,5585,Network-1 Technologies Inc.,8358000.0,25302000.0,7.380635392199091,2.588,23835916,61687350.608,NTIP,0.3506473172669345,2.4380424712670936
Technology,6936,SolarEdge Technologies Inc.,117727000.0,792881000.0,16.444464869571124,42.55,45498414,1935957515.6999998,SEDG,2.5874967861517106,2.4416747477868683
Financial Services,980,Popular Inc.,289617000.0,2097746000.0,17.720966140523515,50.16,102318442,5132293050.719999,BPOP,2.830545445561026,2.446575062338338
Industrials,3438,Gorman-Rupp Company (The),33432000.0,397345000.0,29.084038805635316,37.23,26117045,972337585.3499999,GRC,1.2800835622866216,2.447086500018875
Industrials,3009,Forrester Research Inc.,12101000.0,344848000.0,69.75091314767374,46.7,18074000,844055800.0,FORR,0.6695252849396923,2.4476169210782723
Consumer Cyclical,6692,Ross Stores Inc.,1532852000.0,14723245000.0,23.513592045771542,96.535,373365687,36042856594.545,ROST,4.105497782392628,2.448023964455186
Financial Services,5075,Markel Corporation,389665000.0,6794943000.0,42.70924660865102,1198.53,13885592,16642298579.76,MKL,28.06254137382115,2.449218275967878
Consumer Cyclical,6888,Service Corporation International,488707000.0,3134653000.0,15.72539022696626,42.61,180359265,7685108281.65,SCI,2.7096306918305526,2.451661565618268
Industrials,7603,Thermon Group Holdings Inc.,14476000.0,345775000.0,58.57134963249516,26.04,32560632,847878857.28,THR,0.4445859650390078,2.452111509738992
Consumer Cyclical,839,Sotheby's,103990000.0,1028386000.0,24.255679667468026,48.87,51613426,2522348128.62,BID,2.0147858427378953,2.452725074650958
Energy,5437,Newfield Exploration Company,387000000.0,2207000000.0,14.051992380465116,27.21,199857444,5438121051.24,NFX,1.936380213088285,2.464033099791572
Energy,7100,SM Energy Company,219228000.0,1425916000.0,16.02820411612568,31.335,112137582,3513831131.9700003,SM,1.954991324853072,2.4642623632598277
Financial Services,1373,Chemung Financial Corp,8461000.0,80882000.0,23.562386479139583,41.5,4803888,199361352.0,CHMG,1.7612816951602535,2.464842016765164
Industrials,6592,Sturm Ruger & Company Inc.,49172000.0,482617000.0,24.23147045066298,68.25,17458020,1191509865.0,RGR,2.8165851568505476,2.4688518328198135
Consumer Cyclical,327,AirMedia Group Inc,184515000.0,11036000.0,0.14774767268785735,0.434,62814889,27261661.826,AMCN,2.9374405166902386,2.470248443820225
Consumer Cyclical,7713,Tapestry Inc.,397500000.0,5880000000.0,36.593633072955974,50.5,288038993,14545969146.5,TPR,1.3800214889655582,2.4738042766156463
Energy,6549,Resolute Energy Corporation Comon Stock,-32523000.0,315324000.0,-24.004881059557853,33.7,23166491,780710746.7,REN,-1.4038811488541791,2.4759001747409015
Financial Services,4958,Medley Management Inc. Class A,-1397000.0,64668000.0,-114.69843815318539,5.3,30232777,160233718.1,MDLY,-0.046208127027166576,2.477789913094575
Technology,2602,EverQuote Inc.,-6341000.0,143591000.0,-56.22163759028544,14.295,24938888,356501403.96,EVER,-0.2542615372425587,2.4827559106072106
Healthcare,420,Apollo Endosurgery Inc.,-29892000.0,64215000.0,-5.343099852803425,7.3,21878896,159715940.79999998,APEN,-1.366248095881986,2.4872061169508677
Basic Materials,3073,Fortuna Silver Mines Inc (Canada),69313000.0,283474000.0,10.17873125611357,4.415,159800317,705518399.555,FSM,0.43374757510649997,2.4888293090547986
Utilities,191,Avangrid Inc.,373000000.0,6141000000.0,41.007402048257376,49.5,309005272,15295760964.0,AGR,1.2070991461919136,2.4907606194430874
Financial Services,5515,Nelnet Inc.,257764000.0,955981000.0,9.251956268524697,58.45,40801048,2384821255.6,NNI,6.3175828228725885,2.494632482863153
Financial Services,8142,Virtu Financial Inc.,197418000.0,1659188000.0,20.979931696957724,21.75,190428329,4141816155.75,VIRT,1.0367049957152121,2.496291050652488
Financial Services,2726,First Business Financial Services Inc.,13560000.0,79446000.0,14.63247293141593,22.65,8760103,198416332.95,FBIZ,1.547927004967864,2.497499344838003
Utilities,6174,Pinnacle West Capital Corporation,467660000.0,3609818000.0,19.305638343176668,80.63,111974139,9028474827.57,PNW,4.176500075611209,2.5010886497795735
Financial Services,2246,Eagle Bancorp Montana Inc.,4180000.0,40376000.0,24.167072248803827,18.5,5460452,101018362.0,EBMT,0.7655043941417304,2.5019408064196553
Real Estate,4091,Summit Hotel Properties Inc.,79423000.0,560753000.0,17.665502850496708,13.395,104744101,1403047232.895,INN,0.7582574984342078,2.5020770872291367
Healthcare,4163,IQVIA Holdings Inc.,1290000000.0,10172000000.0,19.732591749418603,125.65,202586895,25455043356.75,IQV,6.367637946176133,2.502461989456351
Industrials,3787,Heartland Express Inc.,77702000.0,660339000.0,21.27717264317521,20.18,81926604,1653278868.72,HTLD,0.9484342839354113,2.503682000790503
Financial Services,5285,MVB Financial Corp.,9166000.0,87366000.0,23.87259027929304,19.3,11337625,218816162.5,MVBF,0.8084585616476114,2.5045917462170637
Technology,1448,Clearfield Inc.,3653086.0,73596758.0,50.48115059431943,13.5,13660147,184411984.5,CLFD,0.2674265511198379,2.505707989202459
Utilities,2525,Eversource Energy (D/B/A),1010102000.0,8025824000.0,19.921006797333337,63.5,316885808,20122248808.0,ES,3.1875898967365557,2.507187898463759
Healthcare,391,AngioDynamics Inc.,16335000.0,344285000.0,52.95170895316804,23.33,37075275,864966165.7499999,ANGO,0.4405901237414962,2.5123550713798157
Real Estate,7516,Transcontinental Realty Investors Inc.,6741000.0,125085000.0,46.67322519359146,36.09,8717767,314624211.03000003,TCI,0.7732484706232685,2.515283295598993
Consumer Cyclical,8053,Marriot Vacations Worldwide Corporation,195544000.0,2133747000.0,27.449793302990628,113.96,47101109,5367642381.639999,VAC,4.151579530749478,2.515594576882826
Industrials,3362,Golar LNG Partners LP,95093000.0,354163000.0,9.372843890507188,12.76,69850458,891291844.08,GMLP,1.3613797636087082,2.5166147905907734
Basic Materials,5590,Nutrien Ltd.,1392000000.0,14155000000.0,25.631365132787355,57.98,615364958,35678860264.84,NTR,2.2620722579396535,2.5205835580953724
Healthcare,1735,Catalent Inc.,83600000.0,2463400000.0,74.27376174617224,42.86,144873693,6209286481.98,CTLT,0.5770543862645926,2.5206164171389136
Industrials,4174,Iron Mountain Incorporated (Delaware)Common Stock REIT,185151000.0,4060177000.0,55.31246157768524,35.79,286145783,10241157573.57,IRM,0.6470512969258051,2.522342640128743
Consumer Defensive,6009,PepsiCo Inc.,4597000000.0,64418000000.0,35.37803889681314,114.99,1414321635,162632844808.65,PEP,3.250321487162996,2.524649085793567
Energy,2253,Ecopetrol S.A. American Depositary Shares,3813205565.0,20918221380.0,13.850392646340323,25.69,2055834734,52814394316.46,EC,1.8548210621875796,2.5248032974235595
Consumer Cyclical,4287,Jack In The Box Inc.,152707000.0,901990000.0,14.92826308499283,83.64,27255503,2279650270.92,JACK,5.602795149295171,2.527356479473165
Technology,4448,Jianpu Technology Inc. American depositary shares each two representing five Class A,-41887749.809999995,287624983.405,-17.369051721329505,4.33,168025518,727550492.94,JT,-0.24929397813253576,2.529510768943003
Energy,3503,Gran Tierra Energy Inc.,489000.0,532621000.0,2755.645244764826,3.455,390017518,1347510524.69,GTE,0.0012537898361785892,2.5299613133729237
Basic Materials,7414,Silvercorp Metals Inc.,46978000.0,175467000.0,9.458782503512282,2.65,167681013,444354684.45,SVM,0.2801629066971345,2.532411703910137
Industrials,8450,WillScot Corporation,-153772261.0,721026000.0,-11.87813168494674,17.05,107127693,1826527165.65,WSC,-1.4354109259124996,2.533233427990114
Utilities,118,Ameren Corporation,618000000.0,6273000000.0,25.726868441747577,65.15,244039980,15899204697.000002,AEE,2.5323719498747703,2.53454562362506
Basic Materials,7018,Sherwin-Williams Company (The),1867730000.0,17225386000.0,23.403627075755065,468.1,93381022,43711656398.200005,SHW,20.001173257666853,2.537630007141785
Industrials,6767,Ryanair Holdings plc American Depositary Shares each representing five Ordinary Shares,1603609458.2,8697084666.7,13.769965470761152,97,227645844,22081646868.0,RYAAY,7.044316865279561,2.5389711281698495
Financial Services,5309,First Western Financial Inc.,3164000.0,54591000.0,43.866867762326166,18.4,7543194,138794769.6,MYFW,0.41945096467093385,2.5424478320602297
Industrials,7589,Teekay LNG Partners L.P.,-884000.0,468213000.0,-1347.8676470588234,14.95,79700000,1191515000.0,TGP,-0.01109159347553325,2.5448140055914723
Consumer Defensive,6024,Pinnacle Foods Inc.,603685000.0,3153913000.0,13.295954859140114,67.345,119185812,8026568509.139999,PF,5.065074356333621,2.544955586644273
Healthcare,6237,ProPhase Labs Inc.,-1210000.0,13784000.0,-28.998195702479336,3.04,11542045,35087816.8,PRPH,-0.10483410868697877,2.5455467788740567
Healthcare,6145,Psychemedics Corporation,6142000.0,41530000.0,17.2606306577662,19.25,5507262,106014793.5,PMD,1.1152547309352634,2.552727991813147
Consumer Cyclical,1777,Cavco Industries Inc.,69440000.0,910822000.0,33.49922072544643,256.525,9068067,2326185887.1749997,CVCO,7.6576408180486535,2.5539412609434113
Technology,7444,Symantec Corporation,1232000000.0,4827000000.0,10.014238768506495,19.85,621538648,12337542162.800001,SYMC,1.9821776231684953,2.5559440983633728
Energy,6349,Permianville Royalty Trust Trust Units,46051269.0,46776316.0,2.5990814715659627,3.627,33000000,119691000.0,PVL,1.395493,2.558794925192484
Basic Materials,7324,SSR Mining Inc.,20441000.0,415816000.0,52.05426649136539,8.85,120230651,1064041261.3499999,SSRM,0.17001488247784668,2.558923325100525
Consumer Cyclical,5221,MSG Networks Inc.,288862000.0,696651000.0,6.172714330718475,23.9,74605130,1783062607.0,MSGN,3.8718785155926945,2.559477567677359
Healthcare,453,Aquinox Pharmaceuticals Inc.,-39806000.0,25000000.0,-1.6083414801788676,2.72,23537368,64021640.96,AQXP,-1.6911831433319138,2.5608656384
Consumer Cyclical,582,Acorn International Inc. ADS,30103322.0,20391714.0,1.736111715510999,19.5,2680140,52262730.0,ATV,11.231996089756505,2.5629395351464814
Technology,8219,Verint Systems Inc.,39351000.0,1194991000.0,77.9752763964067,47.275,64905449,3068405101.475,VRNT,0.6062819163303222,2.567722352281314
Energy,736,Bonanza Creek Energy Inc.,17289000.0,231486000.0,34.389569735091676,28.945,20541070,594561271.15,BCEI,0.8416796203897849,2.5684545551350837
Technology,5125,MIND C.T.I. Ltd.,5137000.0,18146000.0,9.073020644734282,2.414,19307418,46608107.052,MNDO,0.26606354096648244,2.5685058443734157
Consumer Cyclical,1765,Carnival Plc ADS ADS,2827000000.0,18363000000.0,16.69477747291475,64.41,732745473,47196135915.93,CUK,3.8580927541260976,2.5701756747769973
Basic Materials,362,Amyris Inc.,-125541000.0,150977000.0,-3.0942843604081536,7.71,50383859,388459552.89,AMRS,-2.4916908409099827,2.572971730064844
Financial Services,966,Bank of the James Financial Group Inc.,3798000.0,27047000.0,18.32994533965245,15.9,4378436,69617132.4,BOTJ,0.8674330285974261,2.5739317632269754
Consumer Defensive,7701,Turning Point Brands Inc.,23244000.0,301946000.0,33.441426535880225,39.93,19466880,777312518.4,TPB,1.194028010651938,2.574342824213601
Industrials,7139,Snap-On Incorporated,604600000.0,4092400000.0,17.42954265156302,186.835,56402181,10537901487.135,SNA,10.719443632862353,2.5749930327277393
Industrials,7786,Toro Company (The),266750000.0,2567974000.0,24.801267155988754,62.69,105530994,6615738013.86,TTC,2.527693428150596,2.5762480515223283
Financial Services,1958,Discover Financial Services,2324000000.0,10317000000.0,11.438652575989673,77.58,342658270,26583428586.6,DFS,6.782267359255623,2.576662652573422
Industrials,5536,National Presto Industries Inc.,46853000.0,342271000.0,18.826448133524003,126.4,6978446,882075574.4000001,NPK,6.713958953039115,2.577126237396683
Financial Services,8329,Walker & Dunlop Inc,211312000.0,655349000.0,7.9991045381237225,54.06,31267236,1690306778.16,WD,6.758256470127388,2.579246749686045
Consumer Cyclical,5682,Empire Resorts Inc.,-81186000.0,116554000.0,-3.709569615450939,9.2,32735339,301165118.79999995,NYNY,-2.4800720713477262,2.5839106234020277
Communication Services,565,ATN International Inc.,20405000.0,452096000.0,57.30727278216124,73.28,15957354,1169354901.1200001,ATNI,1.2787207703733339,2.5865190161381655
Energy,5779,Oasis Midstream Partners LP Representing Limited Partner Interests,91847000.0,232243000.0,6.558026815029343,21.88,27529026,602335088.88,OMP,3.3363694015182377,2.593555409118897
Industrials,1721,CSW Industrials Inc.,-8720000.0,332448000.0,-99.03813054472478,54.95,15716333,863612498.35,CSWI,-0.5548368057612422,2.5977370847470884
Basic Materials,4146,Intrepid Potash Inc,-2499000.0,169574000.0,-176.27818487394958,3.36,131106900,440519184.0,IPI,-0.019060781697988437,2.5977990965596143
Consumer Cyclical,571,AptarGroup Inc.,218111000.0,2664179000.0,31.754293943542507,111.38,62183164,6925960806.32,ATR,3.507557125912731,2.5996604606222027
Financial Services,3320,Glen Burnie Bancorp,991000.0,13577000.0,35.663181284561055,12.573,2810961,35342212.653000005,GLBZ,0.35254847007838247,2.6030943988362676
Energy,7070,Schlumberger N.V.,-754000000.0,32216000000.0,-111.53722152832891,60.76,1384118911,84099065032.36,SLB,-0.5447508837627607,2.610475075501614
Industrials,1801,Curtiss-Wright Corporation,250125000.0,2347602000.0,24.51708300285857,139.43,43981463,6132335386.09,CW,5.687055021339331,2.6121699445178526
Consumer Cyclical,1238,Carnival Corporation,2827000000.0,18363000000.0,16.97341619225327,65.125,736796124,47983847575.5,CCL,3.836882290656567,2.6130723506779936
Basic Materials,2810,FutureFuel Corp.,65686000.0,296950000.0,11.820365325183449,17.75,43742677,776432516.75,FF,1.5016456354511636,2.614691081831958
Industrials,4534,Kelso Technologies Inc,-4034946.0,8112911.0,-5.260674789699787,0.45,47170086,21226538.7,KIQ,-0.08554035708139264,2.6163899369782313
Real Estate,8511,Xenia Hotels & Resorts Inc.,105781000.0,1023979000.0,25.336899188181242,23.945,111929945,2680162533.025,XHR,0.9450643435945582,2.6173999008036297
Technology,4027,II-VI Incorporated,88002000.0,1158794000.0,34.50720419422286,47.75,63595874,3036702983.5,IIVI,1.3837690162100769,2.6205718906898032
Healthcare,6208,PRA Health Sciences Inc.,113115000.0,2662583000.0,61.744982212792294,108.5,64371278,6984283663.0,PRAH,1.7572278120686062,2.6231233591591323
Financial Services,4730,Fidelity Southern Corporation,41534000.0,258396000.0,16.319791529879133,24.907,27214286,677826221.402,LION,1.5261837110111947,2.623207098414836
Energy,2254,Encana Corporation,65000000.0,4367000000.0,176.2940341152308,12.005,954528298,11459112217.490002,ECA,0.06809646202861971,2.624023864779025
Healthcare,5809,Opko Health Inc.,-309662000.0,975794000.0,-8.270153593676332,4.575,559770995,2560952302.125,OPK,-0.5531940789465163,2.6244804765401306
Financial Services,780,Franklin Resources Inc.,687100000.0,6408800000.0,24.485081408470382,31.92,527058253,16823699435.76,BEN,1.3036509647444985,2.6250935332293097
Financial Services,3461,Goldman Sachs Group Inc. (The),5597000000.0,32680000000.0,15.364993635367163,227.775,377556226,85997869377.15001,GS,14.824282092490245,2.6315137508307838
Energy,412,Apache Corporation,859000000.0,6693000000.0,20.513536501408613,46.07,382485953,17621127854.71,APA,2.245834110409801,2.6327697377424175
Financial Services,7490,The Bancorp Inc.,15127000.0,212879000.0,37.05358986183646,9.93,56446088,560509653.84,TBBK,0.26799022812705814,2.632996462027725
Real Estate,4721,LaSalle Hotel Properties 6.3% Series J Cumulative Redeemable Preferred Shares of Beneficial Interest,79943000.0,1058360000.0,34.86128354452547,24.65,113059456,2786915590.3999996,LHO-J,0.707088135998107,2.6332397203220075
Technology,8150,voxeljet AG American Depositary Shares each representing one-fifth of an/,-9234753.145,28383282.64,-8.096805493981615,4.02,18600000,74771999.99999999,VJET,-0.49649210456989246,2.63436759406487
Technology,6397,QAD Inc.,-2823000.0,328411000.0,-307.20916429330504,44.2,19621074,867251470.8000001,QADB,-0.14387591627247315,2.640750373160461
Technology,3473,GlobalSCAPE Inc.,-259000.0,33152000.0,-338.1487413127413,4,21895131,87580524.0,GSB,-0.011829113970590083,2.6417870415057916
Basic Materials,6179,Pope Resources,20280000.0,119486000.0,15.572735453648916,72.5,4356070,315815075.0,POPE,4.655572568852199,2.643113628374872
Financial Services,6664,RenaissanceRe Holdings Ltd.,-237382000.0,2012541000.0,-22.43734087424489,132.285,40263226,5326220851.41,RNR,-5.895752118819292,2.646515450572187
Utilities,5736,ONE Gas Inc.,177170000.0,1640485000.0,24.505520425918608,82.67,52517758,4341643053.86,OGS,3.3735255796715466,2.6465606536237756
Consumer Cyclical,3692,Hilton Worldwide Holdings Inc.,1397000000.0,8998000000.0,17.067259037823906,79.96,298186104,23842960875.839996,HLT,4.684993637396329,2.64980672103134
Consumer Cyclical,308,Allison Transmission Holdings Inc.,651000000.0,2557000000.0,10.409332021290322,51.94,130467369,6776475145.86,ALSN,4.9897534148941105,2.650166267446226
Technology,1744,CTS Corporation,14755000.0,448704000.0,80.67139084547611,35.975,33087043,1190306371.925,CTS,0.4459449579704055,2.6527652348207282
Industrials,8544,The ExOne Company,-21245000.0,58826000.0,-7.36702610214168,9.66,16202119,156512469.54,XONE,-1.3112482385791637,2.660600236970047
Healthcare,5770,OncoMed Pharmaceuticals Inc.,-10779000.0,40464000.0,-10.001339716114668,2.8,38501586,107804440.8,OMED,-0.2799624929736661,2.664206227758007
Healthcare,6015,PetIQ Inc.,-3022000.0,398688000.0,-351.52655751158176,41.35,25690768,1062313256.8000001,PETQ,-0.11762980382680657,2.664522776707601
Healthcare,1773,Cutera Inc.,25464000.0,162483000.0,17.008005026704367,31.3,13836800,433091840.0,CUTR,1.8403098982423682,2.665459401906661
Consumer Cyclical,7932,Ulta Beauty Inc.,625537000.0,6311661000.0,26.89652189160673,281.49,59770399,16824769614.51,ULTA,10.46566545423262,2.6656643337641235
Technology,4729,Interlink Electronics Inc.,824000.0,10261000.0,33.200665631067956,4.22,6482784,27357348.479999997,LINK,0.12710588537270406,2.6661483754020074
Technology,1705,Castlight Health Inc. Class B,-55447000.0,145848000.0,-7.018819723339406,2.825,137760176,389172497.20000005,CSLT,-0.40248932318437225,2.6683430502989416
Healthcare,6526,Dr. Reddy's Laboratories Ltd,209071190.0,2225834155.0,28.47756627204351,35.86,166030080,5953838668.8,RDY,1.259236820219565,2.674879732358137
Consumer Defensive,8012,USANA Health Sciences Inc.,80771000.0,1128337000.0,37.386293682138394,124.5,24254846,3019728327.0,USNA,3.3300974164090755,2.6762645619172285
Basic Materials,3434,W.R. Grace & Co.,6800000.0,1806200000.0,711.1414380352942,71.92,67238067,4835761778.64,GRA,0.10113318694899423,2.677312467412247
Consumer Defensive,6016,PetMed Express Inc.,40589000.0,281533000.0,18.591466811205006,36.48,20685555,754609046.4,PETS,1.9621905237737156,2.6803573520688517
Technology,5660,NextGen Healthcare Inc.,1172000.0,533297000.0,1220.7800747098977,22.28,64216977,1430754247.5600002,NXGN,0.018250625531625382,2.682846983125726
Consumer Cyclical,3564,Hasbro Inc.,208092000.0,5008412000.0,64.63705325067758,105.96,126938974,13450453685.039999,HAS,1.6393074045170712,2.6855725297838915
Energy,1599,ConocoPhillips,4527000000.0,32109000000.0,19.09101569603711,74.37,1162095308,86425028055.96,COP,3.895549675517664,2.6916138171839674
Basic Materials,4549,KMG Chemicals Inc.,52172000.0,439422000.0,22.691442150770527,76.33,15509733,1183857919.8899999,KMG,3.3638232199097176,2.6941252825074753
Healthcare,1175,CAS Medical Systems Inc.,-1520944.0,20383358.0,-36.10910340551657,1.91,28753887,54919924.169999994,CASM,-0.052895248562394366,2.694351154996149
Real Estate,5695,Optibase Ltd.,-2331000.0,16828000.0,-19.461187129987128,8.7,5214256,45364027.199999996,OBAS,-0.4470436434267899,2.6957468029474683
Consumer Defensive,4522,The Kraft Heinz Company,10696000000.0,26181000000.0,6.610340773718213,57.99,1219248231,70704204915.69,KHC,8.7726188384357,2.700592220147817
Consumer Cyclical,3012,Twenty-First Century Fox Inc.,4464000000.0,30400000000.0,18.405390610562275,44.35,1852574153,82161663685.55,FOX,2.409620145445266,2.7026863054457237
Basic Materials,7157,Senomyx Inc.,-2402000.0,26377000.0,-29.6831634367194,1.475,48338277,71298958.575,SNMX,-0.04969146914359401,2.7030730778708723
Industrials,5024,McGrath RentCorp,164864000.0,479683000.0,7.865249000084917,53.65,24169551,1296696411.1499999,MGRC,6.82114450533235,2.703236118749257
Technology,67,Accenture plc Class A (Ireland),3962836000.0,40602085000.0,27.700211019986693,171.14,641412840,109771393437.59999,ACN,6.178292283640595,2.70359006040207
Financial Services,3811,Hawthorn Bancshares Inc.,4391000.0,52638000.0,32.428749658392164,23.65,6020915,142394639.75,HWBK,0.7292911459470861,2.705168124738782
Technology,366,American Superconductor Corporation,-22260000.0,52088000.0,-6.332182903863432,6.64,21228071,140954391.44,AMSC,-1.0486115295167422,2.706081850714176
Industrials,8403,Waste Management Inc.,2184000000.0,14618000000.0,18.11250636410256,92.27,428716960,39557713899.2,WM,5.094270121713869,2.7060961758927347
Industrials,1585,Rockwell Collins Inc.,1005000000.0,8592000000.0,23.141224400791046,141.495,164365741,23256930522.795002,COL,6.114412856873867,2.706812211684707
Financial Services,5709,Oaktree Specialty Lending Corporation,-112040000.0,261133000.0,-6.309511467020707,5.015,140960651,706917664.765,OCSL,-0.7948317435054979,2.7071173109679743
Industrials,6951,ServiceMaster Global Holdings Inc.,522000000.0,3012000000.0,15.638494191340996,60.22,135557854,8163293967.88,SERV,3.8507543797499184,2.710256961447543
Technology,644,AXT Inc,14329000.0,106039000.0,20.060155775001746,7.275,39510924,287441972.1,AXTI,0.3626591977449072,2.7107193777761016
Basic Materials,5884,Pan American Silver Corp.,149711000.0,840243000.0,15.235518405461189,14.88,153287950,2280924696.0,PAAS,0.9766651586116195,2.71460124749626
Financial Services,6826,SB Financial Group Inc.,12315000.0,48486000.0,10.688248477466503,20.24,6503250,131625779.99999999,SBFG,1.8936685503402144,2.714717237965598
Healthcare,1546,CONMED Corporation,73269000.0,827556000.0,30.66251128853949,79.92,28110755,2246611539.6,CNMD,2.606440132966902,2.7147546988965097
Communication Services,5798,Ooma Inc.,-13695000.0,120628000.0,-23.927710843373493,16.55,19800000,327690000.0,OOMA,-0.6916666666666667,2.716533474815134
Financial Services,1805,Community West Bancshares,5684000.0,36452000.0,17.42487403237157,12,8253582,99042984.0,CWBC,0.6886706886779582,2.717079556677274
Energy,415,Anadarko Petroleum Corporation,427000000.0,12068000000.0,76.82924803535128,64.065,512075063,32806088911.094997,APC,0.8338621246237097,2.7184362703923597
Financial Services,2865,Fifth Third Bancorp,2813000000.0,7040000000.0,6.812673871084252,28.76,666343936,19164051599.36,FITB,4.221543632386264,2.7221664203636364
Technology,7175,Sogou Inc. American Depositary Shares each representing one Class A,94906000.0,1084930000.0,31.135200738414856,7.44,397166312,2954917361.28,SOGO,0.23895782983728991,2.723601855677325
Basic Materials,172,Alamos Gold Inc. Class A,15800000.0,632500000.0,109.17037703164556,4.425,389806092,1724891957.1,AGI,0.04053297350724832,2.727101908458498
Energy,7546,Tidewater Inc.,-73685000.0,301547000.0,-11.163056151726945,31.115,26435796,822549792.54,TDW,-2.7873191334961125,2.7277664594242355
Basic Materials,3267,Goldcorp Inc.,289000000.0,3358000000.0,31.702992178823525,10.54,869275592,9162164739.679998,GG,0.3324607324301819,2.728458826587254
Utilities,6193,PPL Corporation,1400000000.0,7745000000.0,15.115723189285715,30.25,699570660,21162012465.0,PPL,2.001227438554956,2.732345056810846
